url,한글title,영문title,스크린뷰
https://m.lottecard.co.kr/app/LPBNFQD_V300.lc,혜택>국가바우처>이용내역조회,app>LPBNFQD_V300.lc,29
https://dars.lottecard.co.kr/spa/mydata/service-join/assets-linkage/bureau-choice,마이데이터>자산연결>연결금융기관 선택,spa>mydata>service-join>assets-linkage>bureau-choice,29
https://m.lottecard.co.kr/app/LPPAYCA_V300.lc,MEMBERS>MobileWeb로그인>로그인,app>LPPAYCA_V300.lc,20
https://dars.lottecard.co.kr/app/LPOPBBB_V100.lc,DARS>오픈뱅킹>계좌&middot;카드,app>LPOPBBB_V100.lc,20
https://m.lottecard.co.kr/spa/my/installment-payment-history,MY>분할납부(할부전환)>분할납부신청내역,spa>my>installment-payment-history,20
https://m.lottecard.co.kr/app/LPBNFBB_V101.lc,혜택>포인트전환>대상포인트/마일리지로전환,app>LPBNFBB_V101.lc,20
https://mweb2.lottecard.co.kr/app/LPCSTGA_V110.lc,고객센터>분실신고해제>분실신고내역,app>LPCSTGA_V110.lc,20
https://dars.lottecard.co.kr/app/LPCVNDB_V100.lc,생활편의>해외이용안심설정,app>LPCVNDB_V100.lc,20
https://dars.lottecard.co.kr/app/LPCSTBA_V200.lc,고객센터>이메일상담,app>LPCSTBA_V200.lc,20
https://dars.lottecard.co.kr/spa/my/noti-setting/marketing,MY>알림설정>마케팅정보 수신 동의 및 동의 철회,spa>my>noti-setting>marketing,20
https://dars.lottecard.co.kr/app/LPCSTHA_V110.lc,DARS>고객센터>재발급신청>카드선택,app>LPCSTHA_V110.lc,20
https://m.lottecard.co.kr/spa/finance/revolving/revolving-apply-init,금융>일부결제금액이월약정(리볼빙)>일부결제금액이월약정>약정결제비율설정,spa>finance>revolving>revolving-apply-init,20
https://mweb2.lottecard.co.kr/app/ARSAuthViewController,로카페이>등록>ARS인증,로카페이>등록>ARS인증>연결중안내,20
https://cmweb2.lottecard.co.kr/spa/local/lnc-v-dpay-dtl,로컬>점심값반띵>내주변,spa>local>lnc-v-dpay-dtl,10
https://dars.lottecard.co.kr/spa/finance/revolving/revolving-resign,금융>일부결제금액이월약정(리볼빙)>일부결제금액이월약정 > 해지정보 확인,spa>finance>revolving>revolving-resign,10
https://m.lottecard.co.kr/app/LPCSTFA_V300.lc,고객센터>분실신고>접수완료,app>LPCSTFA_V300.lc,10
https://dars.lottecard.co.kr/spa/my/noti-service/credit-care-plus,MY>알림서비스>가입 전,spa>my>noti-service>credit-care-plus,10
https://cmweb2.lottecard.co.kr/spa/benefit/couponBoxCommon,혜택>쿠폰함_롯데백화점,spa>benefit>couponBoxCommon,10
https://mweb2.lottecard.co.kr/app/PaymentTypeBarcodeFragment,로카페이>결제>현장결제>바코드_인증후,로카페이>결제>바코드결제>바코드_인증후,10
https://m.lottecard.co.kr/spa/my/recieve-statment-change-success,MY>명세서 수령방법 변경>명세서 수령방법 변경완료,spa>my>recieve-statment-change-success,10
https://dars.lottecard.co.kr/spa/card/card-apl/card-prv-all,카드>신용카드>신분증인증 - 직접입력,spa>card>card-apl>card-prv-all,10
https://dars.lottecard.co.kr/app/LPCSTGA_V110.lc,DARS>고객센터>분실신고해제>분실신고내역,app>LPCSTGA_V110.lc,10
https://m.lottecard.co.kr/spa/my/noti-service/large-payment-noti,MY>알림서비스>가입 전,spa>my>noti-service>large-payment-noti,10
https://m.lottecard.co.kr/spa/my/noti-service/credit-care-plus,MY>알림서비스>가입 전,spa>my>noti-service>credit-care-plus,10
https://m.lottecard.co.kr/spa/mydata/personal-data-account/myaccount,모빌리티>메인_마이데이터>계좌_내계좌>메인,spa>mydata>personal-data-account>myaccount,10
https://dars.lottecard.co.kr/app/LPOPBBA_V100.lc,오픈뱅킹>서비스가입>오픈뱅킹계좌&middot;카드,app>LPOPBBA_V100.lc,10
https://m.lottecard.co.kr/spa/my/card-password-change,"MY>카드 비밀번호 등록,변경>카드 비밀번호 등록,변경 정보입력",spa>my>card-password-change,10
https://m.lottecard.co.kr/spa/my/account-change-cert,MY>결제계좌 조회/변경>결제계좌 조회/변경 공동인증,spa>my>account-change-cert,10
https://m.lottecard.co.kr/spa/my/account-change,MY>결제계좌 조회/변경>결제계좌 조회/변경,spa>my>account-change,10
https://dars.lottecard.co.kr/app/LPCVNDC_V100.lc,생활편의>해외원화승인차단,app>LPCVNDC_V100.lc,10
https://m.lottecard.co.kr/spa/finance/revolving/revolving-resign,금융>일부결제금액이월약정(리볼빙)>일부결제금액이월약정 > 해지정보 확인,spa>finance>revolving>revolving-resign,10
https://m.lottecard.co.kr/spa/finance/revolving/revolving-info,금융>일부결제금액이월약정(리볼빙)>일부결제금액이월약정(리볼빙)>이용중,spa>finance>revolving>revolving-info,10
https://m.lottecard.co.kr/app/LPBNFBC_V100.lc,혜택>포인트캐시백,app>LPBNFBC_V100.lc,10
https://m.lottecard.co.kr/app/LPBNFBD_V600.lc,혜택>포인트사용_L.POINTCase>납부할결제대금입력,app>LPBNFBD_V600.lc,10
https://m.lottecard.co.kr/app/LPBNFBD_V610.lc,혜택>포인트사용_L.POINTCase>납부완료,app>LPBNFBD_V610.lc,10
https://m.lottecard.co.kr/spa/my/split-card-payment-apply,MY>나누기카드(할부전환)>나누기분할납부신청,spa>my>split-card-payment-apply,10
https://dars.lottecard.co.kr/spa/card/card-apl/card-info-modify,카드>신용카드>부가서비스신청,spa>card>card-apl>card-info-modify,10
https://mweb2.lottecard.co.kr/spa/my/usage-limit-home,MY>이용한도>신용카드 이용한도 조회,spa>my>usage-limit-home,10
https://m.lottecard.co.kr/spa/my/noti-service,MY>알림서비스>알림서비스,spa>my>noti-service,10
